ID,INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
1041055,Bank form (without employer stamp),Treatment,1.0,0.23,female,1,0,specialized secondary,support staff,< 50,0.0,278.0,57.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041075,Bank form (without employer stamp),Repair,1.0,0.28,male,1,0,average,support staff,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041095,Receipt of salary into account,Repair,1.0,0.22,male,1,0,specialized secondary,middle manager,>250,0.0,13.0,41.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041115,Bank form (without employer stamp),Buying a car,0.0,0.48,female,0,0,higher,specialist,< 50,0.0,15.0,25.0,Information Technology,LLC,married,3.0,1.0,0.0,0.0,0.0,0.1186440678,1.0,0.0,0.0,0.0,0.25,1.0,3.0,52.0,4.0,1.0,2.0,7.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041135,Receipt of salary into account,Repair,1.0,0.22,female,0,0,specialized secondary,specialist,>250,0.0,13.0,32.0,Trade,LLC,"single, not married",1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1041155,Receipt of salary into account,Vacation,1.0,0.48,female,1,0,incomplete higher education,Sales Representative,>250,0.0,49.0,27.0,Trade,LLC,"single, not married",1.0,1.0,1.0,1.0,1.0,0.0336134454,0.0,1.0,0.0,0.0,0.5,5.0,5.0,115.0,10.0,3.0,0.0,3.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041175,Receipt of salary into account,Repair,0.0,0.59,male,1,0,higher,specialist,>250,0.0,27.0,38.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041195,Receipt of salary into account,Buying a car,1.0,0.28,male,2,0,second higher education,specialist,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041215,2NDFL,Repair,0.0,0.34,male,0,0,higher,worker,>250,0.0,70.0,51.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041235,2NDFL,Vacation,1.0,0.2,female,0,0,higher,specialist,>250,1.0,23.0,28.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041255,2NDFL,Repair,0.0,0.43,male,0,0,specialized secondary,support staff,>250,0.0,82.0,45.0,Other,OJSC,married,1.0,1.0,1.0,1.0,1.0,0.0538922156,0.0,0.0,0.0,0.0,0.25,2.0,6.0,158.0,8.0,1.0,0.0,17.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041275,Bank form (without employer stamp),Real estate purchase/construction,1.0,0.58,male,0,0,specialized secondary,worker,>250,0.0,53.0,46.0,Other,LLC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0735294118,1.0,0.0,0.0,0.0,1.0,3.0,0.0,63.0,3.0,1.0,0.0,16.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1041295,2NDFL,Repair,0.0,,female,2,0,second higher education,other,,1.0,78.0,43.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041315,Receipt of salary into account,Repair,1.0,0.59,female,0,0,Higher/Second Higher/Academic Degree,Sales Representative,>=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041335,Receipt of salary into account,Real estate purchase/construction,1.0,0.49,male,0,0,specialized secondary,support staff,>250,0.0,13.0,26.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041355,Bank form (without employer stamp),Repair,1.0,0.33,male,0,0,specialized secondary,support staff,< 50,0.0,172.0,52.0,Trade,LLC,divorced / divorced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,72.0,7.0,2.0,2.0,9.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041375,Bank form (without employer stamp),Repair,1.0,0.33,male,0,0,Higher/Second Higher/Academic Degree,middle manager,>250,0.0,212.0,36.0,Trade,CJSC,"single, not married",2.0,1.0,1.0,0.0,0.0,0.2129032258,1.0,0.0,0.0,0.0,0.5714285714,5.0,2.0,122.0,7.0,3.0,0.0,17.0,104.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1041395,2NDFL,Repair,0.0,0.27,male,0,0,higher,middle manager,>250,1.0,95.0,37.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041415,Receipt of salary into account,Repair,1.0,0.32,female,0,0,higher,middle manager,>250,0.0,23.0,26.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041435,Receipt of salary into account,Repair,0.0,0.28,male,1,0,Higher/Second Higher/Academic Degree,Sales Manager,>250,0.0,84.0,40.0,Information Technology,OJSC,married,3.0,3.0,0.0,0.0,0.0,0.0265486726,1.0,0.0,0.0,0.0,0.6,3.0,2.0,110.0,5.0,2.0,2.0,20.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041455,2NDFL,Repair,1.0,0.49,male,0,0,average,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041475,2NDFL,Repair,0.0,0.49,female,1,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041495,Bank form (without employer stamp),Repair,1.0,0.32,female,0,0,Higher/Second Higher/Academic Degree,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041515,Bank form (without employer stamp),Repair,1.0,0.09,male,1,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041535,Receipt of salary into account,Buying a car,1.0,0.38,male,1,0,higher,middle manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041555,Receipt of salary into account,Vacation,0.0,0.48,female,0,0,specialized secondary,worker,>250,0.0,19.0,42.0,Other,LLC,divorced / divorced,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2,2.0,8.0,148.0,10.0,1.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041575,Receipt of salary into account,Repair,1.0,0.59,male,1,0,higher,specialist,>250,0.0,22.0,29.0,Information Technology,LLC,married,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,40.0,3.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041595,Receipt of salary into account,Repair,0.0,0.57,male,0,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,148.0,42.0,Other,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0210526316,0.0,1.0,0.0,0.0,1.0,2.0,0.0,93.0,2.0,1.0,0.0,3.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041615,Receipt of salary into account,Purchasing household appliances,1.0,0.33,male,0,0,higher,specialist,>250,0.0,26.0,26.0,Information Technology,OJSC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,12.0,2.0,1.0,1.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041635,Receipt of salary into account,Repair,0.0,0.22,female,0,0,higher,specialist,>250,0.0,80.0,37.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041655,Receipt of salary into account,Repair,1.0,0.59,female,1,0,higher,specialist,>250,0.0,80.0,34.0,Trade,LLC,married,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,14.0,2.0,0.0,0.0,31.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041675,Free form with employer stamp,Buying a car,1.0,0.24,male,0,0,higher,specialist,< 50,0.0,10.0,25.0,Other,LLC,married,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041695,Free form with employer stamp,Buying furniture,1.0,0.43,female,0,0,incomplete higher education,support staff,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041715,Receipt of salary into account,Real estate purchase/construction,1.0,0.38,male,2,0,higher,middle manager,>250,0.0,108.0,34.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041735,Receipt of salary into account,Real estate purchase/construction,0.0,0.41,female,1,0,higher,middle manager,>250,0.0,15.0,40.0,Trade,LLC,married,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041755,2NDFL,Real estate purchase/construction,1.0,0.48,female,0,0,higher,specialist,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041775,2NDFL,Repair,0.0,0.4,male,1,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,26.0,33.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041795,2NDFL,Repair,1.0,0.49,female,0,0,specialized secondary,support staff,>250,3.0,40.0,37.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041815,Receipt of salary into account,Other,1.0,0.26,male,1,0,higher,middle manager,>250,0.0,6.0,43.0,Other,LLC,married,1.0,1.0,0.0,0.0,0.0,0.1489361702,1.0,2.0,0.0,0.0,0.5,4.0,4.0,40.0,8.0,2.0,0.0,3.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041835,2NDFL,Vacation,1.0,0.57,male,0,0,specialized secondary,middle manager,< 50,1.0,105.0,50.0,Other,LLC,married,4.0,4.0,4.0,4.0,4.0,0.1434782609,0.0,0.0,0.0,0.0,0.1818181818,2.0,9.0,197.0,11.0,0.0,1.0,7.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1041855,Receipt of salary into account,Repair,1.0,0.28,female,1,0,higher,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041875,Receipt of salary into account,Repair,0.0,0.57,female,2,0,specialized secondary,specialist,>250,0.0,60.0,39.0,Trade,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0285714286,1.0,0.0,0.0,0.0,1.0,3.0,0.0,34.0,3.0,2.0,0.0,6.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041895,2NDFL,Real estate purchase/construction,1.0,0.49,female,0,0,average,specialist,>250,3.0,22.0,47.0,Trade,CJSC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,3.0,6.0,65.0,9.0,2.0,0.0,7.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041915,,Repair,0.0,,female,0,0,higher,other,,1.0,15.0,28.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041935,2NDFL,Repair,1.0,0.24,male,1,0,higher,Sales Manager,>250,3.0,135.0,36.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041955,Receipt of salary into account,Repair,1.0,0.11,male,0,0,Higher/Second Higher/Academic Degree,worker,>250,0.0,36.0,33.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041975,Bank form (without employer stamp),Buying land,0.0,0.16,male,1,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,11.0,33.0,Other,LLC,"single, not married",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,1.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041995,2NDFL,Repair,1.0,0.56,male,2,0,higher,specialist,>250,1.0,157.0,31.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042015,Receipt of salary into account,Repair,0.0,0.39,male,1,0,higher,middle manager,>250,1.0,46.0,31.0,Information Technology,OJSC,married,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,22.0,2.0,1.0,0.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042035,2NDFL,Real estate purchase/construction,1.0,0.25,male,0,0,specialized secondary,support staff,>250,3.0,125.0,50.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042055,2NDFL,Repair,0.0,0.56,female,1,0,higher,Sales Manager,>250,3.0,19.0,29.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042075,2NDFL,Repair,1.0,0.5,male,2,0,specialized secondary,support staff,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042095,Free form with employer stamp,Repair,0.0,0.19,male,0,0,higher,senior manager,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042115,Bank form (without employer stamp),Repair,1.0,0.52,female,0,0,Higher/Second Higher/Academic Degree,middle manager,< 50,0.0,138.0,45.0,Other,LLC,"single, not married",3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.75,3.0,1.0,42.0,4.0,1.0,0.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042135,Bank form (without employer stamp),Repair,1.0,0.15,male,0,0,higher,middle manager,< 50,0.0,41.0,52.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042155,Receipt of salary into account,Real estate purchase/construction,1.0,0.41,male,0,0,higher,specialist,>250,0.0,113.0,50.0,Other,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,3.0,36.0,5.0,1.0,3.0,11.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042175,2NDFL,Repair,1.0,0.54,male,0,0,specialized secondary,worker,>250,0.0,251.0,49.0,Agriculture and forestry,OJSC,married,3.0,2.0,2.0,2.0,2.0,0.0236220472,0.0,1.0,0.0,0.0,0.3333333333,3.0,6.0,124.0,9.0,3.0,0.0,5.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042195,2NDFL,Repair,1.0,0.34,female,0,0,higher,middle manager,>250,1.0,17.0,48.0,Other,LLC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.0,2.0,1.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042215,Bank form (without employer stamp),Buying a car,0.0,0.41,female,1,0,higher,specialist,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042235,2NDFL,Repair,0.0,0.33,male,0,0,higher,specialist,< 50,0.0,42.0,31.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042255,2NDFL,Repair,0.0,0.53,female,0,0,higher,middle manager,>250,1.0,120.0,47.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042275,Receipt of salary into account,Repair,1.0,0.47,female,2,0,average,specialist,>250,1.0,34.0,39.0,Trade,LLC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,45.0,3.0,1.0,0.0,17.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042295,Receipt of salary into account,Buying a car,0.0,0.2,male,2,0,second higher education,specialist,>250,0.0,161.0,34.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042315,Receipt of salary into account,Buying a car,0.0,0.1,male,0,0,average,worker,>250,0.0,8.0,35.0,Trade,LLC,"single, not married",1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1042335,2NDFL,Buying a car,0.0,0.51,female,1,0,specialized secondary,middle manager,>250,0.0,88.0,40.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042355,Receipt of salary into account,Repair,1.0,0.56,female,0,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,86.0,25.0,Trade,CJSC,married,5.0,5.0,4.0,4.0,4.0,0.0,1.0,3.0,0.0,0.0,0.5454545455,6.0,5.0,88.0,11.0,3.0,5.0,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042375,Receipt of salary into account,Buying a car,1.0,0.22,male,1,0,higher,middle manager,>250,0.0,6.0,33.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042395,2NDFL,Repair,1.0,0.49,female,0,0,higher,specialist,>250,0.0,212.0,42.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042415,Bank form (without employer stamp),Real estate purchase/construction,1.0,0.31,female,1,0,specialized secondary,support staff,>250,0.0,12.0,49.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042435,2NDFL,Repair,0.0,0.56,female,0,0,Higher/Second Higher/Academic Degree,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042455,Receipt of salary into account,Repair,1.0,0.42,male,3,0,higher,specialist,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042475,2NDFL,Repair,0.0,0.56,female,0,0,average,specialist,>250,1.0,96.0,29.0,Trade,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0075757576,0.0,0.0,0.0,0.0,0.6666666667,4.0,2.0,131.0,6.0,1.0,0.0,7.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042495,Receipt of salary into account,Repair,1.0,0.26,male,0,0,higher,specialist,>250,0.0,76.0,39.0,Information Technology,LLC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0560747664,0.0,0.0,0.0,0.0,0.0,0.0,3.0,101.0,3.0,0.0,2.0,20.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042515,Receipt of salary into account,Repair,1.0,0.24,male,0,0,higher,senior manager,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042535,Receipt of salary into account,Buying a car,1.0,0.42,male,0,0,higher,specialist,>250,0.0,26.0,31.0,Information Technology,LLC,"single, not married",2.0,1.0,1.0,1.0,1.0,0.0606060606,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,93.0,3.0,0.0,0.0,86.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042555,Receipt of salary into account,Real estate purchase/construction,0.0,0.54,female,1,0,higher,middle manager,< 50,1.0,8.0,31.0,Trade,LLC,married,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1042575,Receipt of salary into account,Repair,1.0,0.59,male,0,0,Higher/Second Higher/Academic Degree,worker,>250,0.0,102.0,49.0,Other,LLC,married,2.0,2.0,1.0,0.0,0.0,0.037037037,0.0,1.0,0.0,0.0,0.5555555556,5.0,4.0,182.0,9.0,3.0,1.0,4.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042595,Bank form (without employer stamp),Real estate purchase/construction,1.0,0.3,male,0,0,Higher/Second Higher/Academic Degree,senior manager,< 50,0.0,102.0,56.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042615,2NDFL,Repair,1.0,0.27,female,3,0,Higher/Second Higher/Academic Degree,worker,>250,0.0,105.0,39.0,Other,OJSC,married,1.0,1.0,1.0,0.0,0.0,0.3870967742,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,19.0,3.0,0.0,0.0,35.0,36.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1042635,2NDFL,Real estate purchase/construction,1.0,0.59,male,1,0,higher,specialist,>250,0.0,52.0,46.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042655,Receipt of salary into account,Real estate purchase/construction,1.0,0.31,male,0,0,higher,middle manager,>250,0.0,68.0,47.0,Trade,CJSC,"single, not married",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,3.0,0.0,0.0,54.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042675,2NDFL,Real estate purchase/construction,0.0,0.47,female,1,0,higher,middle manager,>250,1.0,8.0,35.0,Trade,LLC,"single, not married",1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1042695,2NDFL,Treatment,0.0,0.34,female,1,0,higher,support staff,< 50,1.0,16.0,31.0,Other,LLC,married,3.0,0.0,0.0,0.0,0.0,0.2307692308,1.0,1.0,1.0,0.0,0.1666666667,1.0,5.0,50.0,6.0,1.0,0.0,2.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1042715,Receipt of salary into account,Repair,1.0,0.48,male,0,0,higher,specialist,>250,0.0,44.0,29.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042735,Free form with employer stamp,Repair,1.0,0.33,female,0,0,higher,specialist,>=200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042755,Receipt of salary into account,Buying a car,1.0,0.3,female,2,0,higher,specialist,>250,0.0,25.0,43.0,The science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042775,2NDFL,Real estate purchase/construction,1.0,0.52,female,0,0,specialized secondary,middle manager,< 50,0.0,119.0,43.0,Other,LLC,married,1.0,1.0,1.0,0.0,0.0,0.0416666667,0.0,2.0,0.0,0.0,0.4444444444,4.0,5.0,161.0,9.0,1.0,2.0,3.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042795,2NDFL,Real estate purchase/construction,1.0,0.59,female,0,0,higher,specialist,>250,1.0,16.0,28.0,Other,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0142857143,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,69.0,3.0,0.0,1.0,9.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042815,Receipt of salary into account,Repair,0.0,0.54,male,1,0,higher,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042835,Receipt of salary into account,Vacation,0.0,0.53,female,1,0,higher,specialist,>100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042855,Receipt of salary into account,Repair,1.0,0.55,male,2,0,Higher/Second Higher/Academic Degree,specialist,>250,0.0,69.0,37.0,Trade,LLC,married,4.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.8,4.0,1.0,17.0,5.0,3.0,0.0,2.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042875,2NDFL,Repair,0.0,0.39,male,0,0,higher,senior manager,>250,0.0,66.0,50.0,Trade,LLC,married,0.0,0.0,0.0,0.0,0.0,0.027173913,1.0,0.0,0.0,0.0,0.4,3.0,2.0,179.0,5.0,2.0,1.0,23.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1042895,2NDFL,Buying a car,1.0,0.49,male,0,0,higher,worker,>250,0.0,7.0,26.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042915,Bank form (without employer stamp),Real estate purchase/construction,1.0,0.33,male,1,0,higher,middle manager,< 50,0.0,36.0,31.0,Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042935,Bank form (without employer stamp),Buying furniture,1.0,0.33,female,0,0,Higher/Second Higher/Academic Degree,specialist,< 50,0.0,23.0,49.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042955,Free form with employer stamp,Buying a car,0.0,0.48,male,2,0,specialized secondary,senior manager,< 50,0.0,32.0,39.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042975,Bank form (without employer stamp),Repair,1.0,0.21,female,1,0,specialized secondary,specialist,< 50,0.0,77.0,39.0,Trade,LLC,"single, not married",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,14.0,3.0,0.0,0.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042995,Receipt of salary into account,Repair,1.0,0.49,female,1,0,higher,worker,>250,0.0,18.0,34.0,Other,LLC,"single, not married",1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1043015,Receipt of salary into account,Repair,1.0,0.19,male,1,0,higher,middle manager,>250,1.0,143.0,44.0,Other,LLC,divorced / divorced,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,104.0,2.0,0.0,0.0,23.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043035,2NDFL,Real estate purchase/construction,0.0,0.42,male,0,0,higher,specialist,>=50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043055,Bank form (without employer stamp),Repair,1.0,0.31,female,1,0,incomplete higher education,specialist,>250,0.0,21.0,31.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043075,Receipt of salary into account,Other,0.0,0.17,female,1,0,Higher/Second Higher/Academic Degree,middle manager,>250,0.0,74.0,33.0,Other,CJSC,married,1.0,0.0,0.0,0.0,0.0,0.0909090909,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,1.0,23.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1043095,Receipt of salary into account,Buying a car,1.0,0.14,male,0,0,specialized secondary,middle manager,>250,0.0,9.0,24.0,Trade,LLC,married,4.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043115,2NDFL,Buying land,0.0,0.48,male,1,0,second higher education,middle manager,>250,0.0,46.0,36.0,Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043135,2NDFL,Buying a car,1.0,0.31,female,1,0,higher,specialist,>250,0.0,79.0,44.0,Other,LLC,married,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,2.0,81.0,4.0,2.0,1.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043155,Receipt of salary into account,Repair,0.0,0.39,male,0,0,higher,middle manager,>250,0.0,47.0,31.0,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043175,Receipt of salary into account,Buying a car,0.0,0.13,male,2,0,Higher/Second Higher/Academic Degree,middle manager,>250,0.0,43.0,34.0,Trade,LLC,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,3.0,48.0,4.0,0.0,0.0,50.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043195,Bank form (without employer stamp),Repair,1.0,0.3,male,0,0,average,worker,>250,0.0,12.0,48.0,Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043215,2NDFL,Repair,1.0,0.56,female,1,0,higher,specialist,>=150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043235,Bank form (without employer stamp),Repair,0.0,0.3,male,0,0,higher,middle manager,>250,0.0,88.0,27.0,Civil service,,,,,,,,,,,,,,,,,,,,,,,,,,,,
